年月,總編號,處理單位,處理編號,年,月,日,時,分,縣市,區,村里,鄰,街道,段,巷,弄,號,公尺處,街道.1,段.1,側,附近,道路,公里,公尺處.1,向,車道,平交道,公里.1,公尺處.2,附近.1,死,受傷,X2.30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,警局,分局,案件類別,事故類別,日期,道路1,道路2,概略位置,lon,lat,車種,當事者區分.類別.,年齡,受傷程度,車輛牌照號碼,車輛用途,駕駛資格情形,飲酒情形,車輛撞擊部位最初,肇事因素個別,肇事因素主要,職.業,旅次目的,國籍
10101,10101Y00020010,YZA1,10101YZ000017,2012,1,10,18,0,金門縣,金寧鄉,,NA,伯玉路,二,,NA,,,,,,上古厝麵線前路段,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,陰,夜間（或隧道、地下道、涵洞）有照明,縣道,70,直路,一般車道（未劃分快慢車道）,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,附標記,未繪設車道線,快慢車道分隔線,有,側撞,未依規定讓車,Y000,YZ00,1,2,2012/1/10,伯玉路二段,,金門縣金寧鄉上古厝麵線前路段,118.3416148,24.4414563,自用 小客車∕普通重型 機車∕,小客車自用∕機車普通重型∕,60∕20∕,未受傷∕受傷∕,6F****1代號44∕23****C代號45∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車前車頭∕機車前車頭∕,未依規定讓車∕未依規定減速∕,未依規定讓車∕未依規定讓車∕,其他∕其他∕,其他∕其他∕,本國∕本國∕
10101,10101Y00020011,YZA1,10101YZ000018,2012,1,11,16,10,金門縣,金城鎮,,NA,珠浦西路,,80,NA,10,,,,,路口,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,40,四岔路,交岔路口內,其他鋪裝,乾燥,無缺陷,無障礙物,建築物,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,側撞,未依規定讓車,Y000,YZ00,1,2,2012/1/11,珠浦西路80巷10號,,金門縣金城鎮路口,118.3147803,24.4384226,普通重型 機車∕自用 小貨車(含客、貨兩用)∕,機車普通重型∕小貨車自用∕,62∕38∕,受傷∕未受傷∕,PZ****6代號46∕6F****5代號47∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,機車前車頭∕汽車右側車身∕,未依規定讓車∕未依規定減速∕,未依規定讓車∕未依規定讓車∕,家庭主婦（夫）∕服務工作者∕,其他∕其他∕,本國∕本國∕
10101,10101Y00020012,YZA1,10101YZ000019,2012,1,11,20,45,金門縣,金城鎮,,NA,民權路,,,NA,192,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,陰,日間自然光線,縣道,50,直路,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,附標記,未繪設車道線,未繪設快慢車道分隔線,有,其他,起步未注意其他車（人）安全,Y000,YZ00,1,2,2012/1/11,民權路192號,,金門縣金城鎮,118.3197267,24.4385954,普通重型 機車∕普通重型 機車∕,機車普通重型∕機車普通重型∕,23∕19∕,未受傷∕受傷∕,62****Y代號48∕PH****0代號49∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,機車後車尾∕機車前車頭∕,起步未注意其他車（人）安全∕未注意車前狀態∕,起步未注意其他車（人）安全∕起步未注意其他車（人）安全∕,大學（研究）生∕大學（研究）生∕,觀光旅遊∕社交活動∕,本國∕本國∕
10101,10101Y00020013,YZA1,10101YZ000020,2012,1,12,7,25,金門縣,烈嶼鄉,,NA,東林街,,,NA,175,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,陰,日間自然光線,鄉道,40,三岔路,交岔口附近,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,未繪設快慢車道分隔線,有,同向擦撞,其他引起事故之違規或不當行為,Y000,YZ00,1,2,2012/1/12,東林街175號,,金門縣烈嶼鄉,118.2485954,24.4282783,腳踏自行車 慢車∕自用 小貨車(含客、貨兩用)∕,腳踏自行車∕小貨車自用∕,74∕48∕,受傷∕未受傷∕,∕6F****1代號50∕,其他∕其他∕,非汽（機）車駕駛人∕有適當之駕照∕,經檢測無酒精反應∕不明∕,非汽（機）車∕汽車右側車身∕,其他引起事故之違規或不當行為∕未保持行車安全間隔∕,其他引起事故之違規或不當行為∕其他引起事故之違規或不當行為∕,無業者∕技術工∕,購物∕上、下班∕,本國∕本國∕
10101,,YZA1,10101YZ000022,2012,1,13,18,37,金門縣,金城鎮,,NA,環島西路,一,,NA,22,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,雨,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y000,YZ00,1,4,2012/1/13,環島西路一段22號,,金門縣金城鎮,118.3184801,24.4172073,自用 小客車∕自用 小客車∕自用 小客車,小客車自用∕小客車自用∕小客車自用,25∕48∕35,,05****2代號51∕WY****8代號52∕6F****0代號53,,,,,,,,,本國∕本國∕本國
10101,10101Y00030003,YZA1,10101YZ000023,2012,1,13,19,30,金門縣,金城鎮,,NA,莒光路,,26,NA,14,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,雨,夜間（或隧道、地下道、涵洞）有照明,村里道路,40,直路,其他,水泥,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,其他,不明原因肇事,Y000,YZ00,1,3,2012/1/13,莒光路26巷14號,,金門縣金城鎮,118.3186659,24.4322304, ∕自用 小客車∕,∕小客車自用∕,0∕46∕,不明∕未受傷∕,∕6F****2代號54∕,其他∕其他∕,不明∕有適當之駕照∕,不明∕不明∕,不明∕汽車左後車尾（身）∕,不明原因肇事∕尚未發現肇事因素∕,不明原因肇事∕不明原因肇事∕,不明∕家庭主婦（夫）∕,不明∕其他∕,本國∕本國∕
10101,10101Y00030004,YZA1,10101YZ000024,2012,1,13,22,45,金門縣,金城鎮,,NA,環島西路,一,,NA,65,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,陰,夜間（或隧道、地下道、涵洞）有照明,村里道路,50,直路,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,未繪設快慢車道分隔線,有,其他,未注意車前狀態,Y000,YZ00,1,3,2012/1/13,環島西路一段65號,,金門縣金城鎮,118.3184801,24.4172073,自用 小客車∕普通重型 機車∕,小客車自用∕機車普通重型∕,34∕20∕,未受傷∕未受傷∕,H2****5代號55∕36****W代號56∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車右前車頭（身）∕機車右側車身∕,未注意車前狀態∕尚未發現肇事因素∕,未注意車前狀態∕未注意車前狀態∕,服務工作者∕大學（研究）生∕,其他∕上、下班∕,本國∕本國∕
10101,10101Y00020016,YZA1,10101YZ000026,2012,1,14,18,35,金門縣,金城鎮,,NA,民權路,,,NA,61,,,,,路段,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,雨,夜間（或隧道、地下道、涵洞）有照明,村里道路,40,三岔路,交岔路口內,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,側撞,未依規定讓車,Y000,YZ00,NA,NA,2012/1/14,民權路61號,,金門縣金城鎮路段,118.3140012,24.4324688,自用 小客車∕普通重型 機車∕乘客 人,小客車自用∕機車普通重型∕乘客,41∕20∕20,未受傷∕未受傷∕受傷,24****S代號57∕G3****5代號58∕G3****5代號58,其他∕其他∕其他,有適當之駕照∕有適當之駕照∕非汽（機）車駕駛人,經檢測無酒精反應∕經檢測無酒精反應∕非駕駛人，未檢測,汽車前車頭∕機車右側車身∕非汽（機）車,未依規定讓車∕未依規定減速∕尚未發現肇事因素,未依規定讓車∕未依規定讓車∕未依規定讓車,其他∕大學（研究）生∕大學（研究）生,其他∕其他∕其他,本國∕本國∕本國
10101,10101Y00020017,YZA1,10101YZ000027,2012,1,14,20,5,金門縣,金寧鄉,,NA,環島北路,二,,NA,,,,,,07168燈桿前路段,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,雨,夜間（或隧道、地下道、涵洞）有照明,縣道,60,直路,一般車道（未劃分快慢車道）,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,未繪設快慢車道分隔線,有,撞路樹、電桿,未注意車前狀態,Y000,YZ00,1,2,2012/1/14,環島北路二段,,金門縣金寧鄉07168燈桿前路段,118.3537405,24.452631,普通重型 機車∕ ∕乘客 人,機車普通重型乘客,19∕0∕21,受傷受傷,05****C代號5905****C代號59,其他其他,有適當之駕照非汽（機）車駕駛人,經檢測無酒精反應非駕駛人，未檢測,機車右側車身非汽（機）車,未注意車前狀態∕尚未發現肇事因素∕尚未發現肇事因素,未注意車前狀態∕未注意車前狀態∕未注意車前狀態,大學（研究）生大學（研究）生,其他其他,本國∕本國∕本國
10101,,YZA1,10101YZ000029,2012,1,17,16,2,金門縣,金寧鄉,,NA,伯玉路,一,,NA,,,,,,水玲瓏檳榔攤旁產業道路,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,晴,日間自然光線,村里道路,40,四岔路,交岔路口內,水泥,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,路口交岔撞,未依規定讓車,Y000,YZ00,1,4,2012/1/17,伯玉路一段,,金門縣金寧鄉水玲瓏檳榔攤旁產業道路,118.3267756,24.4346914,自用 小客車∕自用 小客車∕,小客車自用∕小客車自用∕,31∕34∕,未受傷∕未受傷∕,6F****6代號60∕LD****8代號61∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車右前車頭（身）∕汽車左前車頭（身）∕,未依規定讓車∕未依規定減速∕,未依規定讓車∕未依規定讓車∕,事務工作者∕技術工∕,業務聯繫∕其他∕,本國∕本國∕
10101,10101Y00020020,YZA1,10101YZ000032,2012,1,19,19,9,金門縣,金城鎮,,NA,環島西路,,,NA,,,,,,莒光橋上,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,夜間（或隧道、地下道、涵洞）有照明,村里道路,40,三岔路,交岔口附近,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,附標記,未繪設車道線,未繪設快慢車道分隔線,有,追撞,未注意車前狀態,Y000,YZ00,1,2,2012/1/19,環島西路,,金門縣金城鎮莒光橋上,118.3148723,24.4566699,普通重型 機車∕自用 小客車∕,機車普通重型∕小客車自用∕,23∕24∕,受傷∕未受傷∕,98****J代號62∕6F****2代號63∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,機車前車頭∕汽車右後車尾（身）∕,未注意車前狀態∕尚未發現肇事因素∕,未注意車前狀態∕未注意車前狀態∕,不明∕不明∕,其他∕其他∕,本國∕本國∕
10101,10101Y00020021,YZA1,10101YZ000033,2012,1,20,18,0,金門縣,金城鎮,,NA,伯玉路,一,,NA,,,,,,00274燈桿旁路段,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,陰,夜間（或隧道、地下道、涵洞）有照明,村里道路,60,三岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,附標記,未繪設車道線,未繪設快慢車道分隔線,有,側撞,未依規定讓車,Y000,YZ00,1,2,2012/1/20,伯玉路一段,,金門縣金城鎮00274燈桿旁路段,118.3267756,24.4346914,公營公車 大客車∕普通重型 機車∕,公營公車∕機車普通重型∕,53∕43∕,受傷∕受傷∕,VU***2代號64∕18****H代號65∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕不明∕,不明∕機車左側車身∕,未依規定讓車∕未依規定減速∕,未依規定讓車∕未依規定讓車∕,服務工作者∕技術工∕,其他∕其他∕,本國∕本國∕
10101,10101Y00030007,YZA1,10101YZ000036,2012,1,24,17,36,金門縣,金城鎮,,NA,民權路,,,NA,98,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,雨,夜間（或隧道、地下道、涵洞）有照明,村里道路,40,直路,一般車道（未劃分快慢車道）,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,附標記,未繪設車道線,未繪設快慢車道分隔線,有,同向擦撞,違規超車,Y000,YZ00,1,3,2012/1/24,民權路98號,,金門縣金城鎮,118.3161157,24.4347418,自用 小客車∕自用 小客車∕,小客車自用∕小客車自用∕,22∕51∕,未受傷∕未受傷∕,6F****9代號66∕6F****3代號67∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經呼氣檢測0.56至0.80mg∕L或血液檢測0.111至0.16∕經檢測無酒精反應∕,汽車右後車尾（身）∕汽車左前車頭（身）∕,違規超車∕尚未發現肇事因素∕,違規超車∕違規超車∕,服務工作者∕事務工作者∕,其他∕其他∕,本國∕本國∕
10102,10102Y00020002,YYA1,10102YY000003,2012,2,2,2,0,金門縣,金湖鎮,,NA,環島南路,四,,NA,,,,,,夏興路段05095號路燈桿,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,夜間（或隧道、地下道、涵洞）有照明,村里道路,50,彎曲路及附近,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,附標記,未繪設車道線,快慢車道分隔線,有,撞護欄（樁）,未依規定減速,Y000,YY00,1,2,2012/2/2,環島南路四段,,金門縣金湖鎮夏興路段05095號路燈桿,118.40101,24.438041,自用 小客車∕ ∕,小客車自用,21∕0∕,受傷,39****6代號68,其他,無照（已達考照年齡）,不明,汽車前車頭,未依規定減速∕尚未發現肇事因素∕,未依規定減速∕未依規定減速∕,無業者,不明,本國∕本國∕
10102,10102Y00020004,YYA1,10102YY000005,2012,2,4,20,40,金門縣,金湖鎮,,NA,環島北路,三,,NA,,,,,,瓊林候車亭路段,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,夜間（或隧道、地下道、涵洞）有照明,村里道路,60,三岔路,交岔路口內,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,追撞,違規超車,Y000,YY00,1,2,2012/2/4,環島北路三段,,金門縣金湖鎮瓊林候車亭路段,118.388325,24.466263,普通重型 機車∕自用 小客車∕,機車普通重型∕小客車自用∕,19∕27∕,受傷∕未受傷∕,95****U代號69∕26****Q代號70∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,機車前車頭∕汽車右後車尾（身）∕,違規超車∕尚未發現肇事因素∕,違規超車∕違規超車∕,其他∕其他∕,其他∕其他∕,本國∕本國∕
10102,10102Y00020007,YYA1,10102YY000009,2012,2,5,20,21,金門縣,金湖鎮,山外里,NA,士校路,,,NA,,,,,,01479路燈前,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,夜間（或隧道、地下道、涵洞）有照明,村里道路,50,直路,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,無標記,未繪設車道線,未繪設快慢車道分隔線,有,追撞,未保持行車安全距離,Y000,YY00,1,2,2012/2/5,士校路,,金門縣金湖鎮山外里01479路燈前,118.4271704,24.4453138,普通重型 機車∕自用 小客車∕,機車普通重型∕小客車自用∕,17∕51∕,受傷∕未受傷∕,90****T代號71∕WY****6代號72∕,其他∕其他∕,無照（未達考照年齡）∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,機車前車頭∕汽車左後車尾（身）∕,未保持行車安全距離∕尚未發現肇事因素∕,未保持行車安全距離∕未保持行車安全距離∕,其他∕其他∕,其他∕其他∕,本國∕本國∕
10102,10102Y00020017,YYA1,10102YY000011,2012,2,6,9,37,金門縣,金湖鎮,,NA,士校路,,,NA,,,,,,太湖二橋路口,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,雨,日間自然光線,村里道路,40,四岔路,交岔路口內,柏油,濕潤,無缺陷,無障礙物,良好,無號誌,無號誌,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,其他,未依規定讓車,Y000,YY00,1,2,2012/2/6,士校路,,金門縣金湖鎮太湖二橋路口,118.4271704,24.4453138,自用 小客車∕普通重型 機車∕,小客車自用∕機車普通重型∕,58∕70∕,未受傷∕受傷∕,WY****8代號73∕3J****3代號74∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經觀察未飲酒∕經檢測無酒精反應∕,不明∕機車左側車身∕,未依規定讓車∕未依規定減速∕,未依規定讓車∕未依規定讓車∕,技術員及助理人員∕無業者∕,其他∕其他∕,本國∕本國∕
10102,10102Y00020013,YYA1,10102YY000016,2012,2,9,7,23,金門縣,金湖鎮,,NA,伯玉路,四,,NA,,,瓊義路,,東,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,縣道,70,圓環,其他,柏油,乾燥,無缺陷,無障礙物,良好,行車管制號誌,正常,無分向設施,車道線（無標記）,未繪設快慢車道分隔線,有,其他,未保持行車安全距離,Y000,YY00,1,2,2012/2/9,伯玉路四段,瓊義路,,118.3764902,24.44678396,普通重型 機車∕自用 小客車∕,機車普通重型∕小客車自用∕,26∕38∕,受傷∕未受傷∕,12****K代號75∕WY****8代號76∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,機車前車頭∕不明∕,未保持行車安全距離∕尚未發現肇事因素∕,未保持行車安全距離∕未保持行車安全距離∕,技術員及助理人員∕技術員及助理人員∕,上、下班∕其他∕,本國∕本國∕
10102,10102Y00020012,YYA1,10102YY000017,2012,2,9,7,18,金門縣,金沙鎮,,NA,,,,NA,,,,,,忠孝新,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,2012/2/9,金門縣金沙鎮忠孝新,,金門縣金沙鎮忠孝新,118.413013,24.493643,自用 小貨車(含客、貨兩用)∕普通重型 機車∕,小貨車自用∕機車普通重型∕,51∕46∕,未受傷∕受傷∕,6F****1代號77∕11****D代號78∕,其他∕其他∕,有適當之駕照∕有適當之駕照∕,經檢測無酒精反應∕經檢測無酒精反應∕,汽車右側車身∕機車前車頭∕,未依規定讓車∕未依規定減速∕,未依規定讓車∕未依規定讓車∕,汽車、火車駕駛員及船員∕其他∕,上、下班∕上、下班∕,本國∕本國∕
10102,10102Y00020018,YYA1,10102YY000020,2012,2,10,15,11,金門縣,金湖鎮,,NA,環島南路,五,,NA,,,,,,05035號燈桿附近,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,晴,日間自然光線,村里道路,60,直路,一般車道（未劃分快慢車道）,柏油,乾燥,無缺陷,無障礙物,良好,無號誌,無號誌,附標記,未繪設車道線,未繪設快慢車道分隔線,有,對向擦撞,違規超車,Y000,YY00,1,2,2012/2/10,環島南路五段,,金門縣金湖鎮05035號燈桿附近,118.4239844,24.4324232,普通輕型 機車∕自用 大貨車∕自用 大貨車,機車普通輕型∕大貨車自用∕大貨車自用,37∕55∕48,受傷∕未受傷∕未受傷,11****U代號79∕VZ***0代號80∕04***J代號81,其他∕其他∕砂石車,有適當之駕照∕有適當之駕照∕有適當之駕照,不明∕經檢測無酒精反應∕不明,機車左側車身∕汽車右側車身∕不明,違規超車∕尚未發現肇事因素∕尚未發現肇事因素,違規超車∕違規超車∕違規超車,其他∕汽車、火車駕駛員及船員∕汽車、火車駕駛員及船員,其他∕運輸∕運輸,本國∕本國∕本國
