處理編號,車種1,車種2,車種3,車種4,車種5,車種6,車種7,當事者區分.類別.1,當事者區分.類別.2,當事者區分.類別.3,當事者區分.類別.4,當事者區分.類別.5,當事者區分.類別.6,當事者區分.類別.7,年齡1,年齡2,年齡3,年齡4,年齡5,年齡6,年齡7,受傷程度1,受傷程度2,受傷程度3,受傷程度4,受傷程度5,受傷程度6,受傷程度7,車輛牌照號碼1,車輛牌照號碼2,車輛牌照號碼3,車輛牌照號碼4,車輛牌照號碼5,車輛牌照號碼6,車輛牌照號碼7,車輛用途1,車輛用途2,車輛用途3,車輛用途4,車輛用途5,車輛用途6,車輛用途7,駕駛資格情形1,駕駛資格情形2,駕駛資格情形3,駕駛資格情形4,駕駛資格情形5,駕駛資格情形6,駕駛資格情形7,飲酒情形1,飲酒情形2,飲酒情形3,飲酒情形4,飲酒情形5,飲酒情形6,飲酒情形7,車輛撞擊部位最初1,車輛撞擊部位最初2,車輛撞擊部位最初3,車輛撞擊部位最初4,車輛撞擊部位最初5,車輛撞擊部位最初6,車輛撞擊部位最初7,肇事因素個別1,肇事因素個別2,肇事因素個別3,肇事因素個別4,肇事因素個別5,肇事因素個別6,肇事因素個別7,肇事因素主要1,肇事因素主要2,肇事因素主要3,肇事因素主要4,肇事因素主要5,肇事因素主要6,肇事因素主要7,職.業1,職.業2,職.業3,職.業4,職.業5,職.業6,職.業7,旅次目的1,旅次目的2,旅次目的3,旅次目的4,旅次目的5,旅次目的6,旅次目的7,國籍1,國籍2,國籍3,國籍4,國籍5,國籍6,國籍7
10102YY000032,普通輕型 機車,自用 小客車,,,,,,機車普通輕型,小客車自用,,,,,,64,29,,,,,,受傷,未受傷,,,,,,WZ****3代號86,6F****6代號87,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車前車頭,汽車右後車尾（身）,,,,,,未保持行車安全距離,尚未發現肇事因素,,,,,,未保持行車安全距離,未保持行車安全距離,,,,,,不明,專業人員,,,,,,不明,上、下班,,,,,,本國,本國,
10102YY000035,自用 小客車,行人 人,,,,,,小客車自用,行人,,,,,,39,46,,,,,,未受傷,未受傷,,,,,,P7****1代號88,,,,,,,其他,非駕駛人及乘客,,,,,,有適當之駕照,非汽（機）車駕駛人,,,,,,經呼氣檢測0.26至0.40mg∕L或血液檢測0.051至0.08,非駕駛人，未檢測,,,,,,汽車右前車頭（身）,非汽（機）車,,,,,,酒醉（後）駕駛失控,尚未發現肇事因素,,,,,,酒醉（後）駕駛失控,酒醉（後）駕駛失控,,,,,,其他,其他,,,,,,其他,觀光旅遊,,,,,,本國,非本國,
10102YZ000001,普通輕型 機車, ,,,,,,機車普通輕型,,,,,,,38,0,,,,,,受傷,,,,,,,WZ****6代號89,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,經檢測無酒精反應,,,,,,,機車前車頭,,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,家庭主婦（夫）,,,,,,,購物,,,,,,,本國,本國,
10102YZ000002,普通重型 機車,自用 小客車,,,,,,機車普通重型,小客車自用,,,,,,30,49,,,,,,24小時內死亡,未受傷,,,,,,87****F代號90,6F****7代號91,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,無法檢測,經檢測無酒精反應,,,,,,機車前車頭,汽車左前車頭（身）,,,,,,違規超車,未注意車前狀態,,,,,,違規超車,違規超車,,,,,,家庭主婦（夫）,服務工作者,,,,,,社交活動,社交活動,,,,,,本國,本國,
10102YZ000004,自用 小客車,普通輕型 機車,乘客 人,,,,,小客車自用,機車普通輕型,乘客,,,,,40,39,12,,,,,未受傷,受傷,受傷,,,,,23****S代號92,WZ****0代號93,WZ****0代號93,,,,,其他,其他,其他,,,,,有適當之駕照,有適當之駕照,非汽（機）車駕駛人,,,,,經觀察未飲酒,經觀察未飲酒,非駕駛人，未檢測,,,,,不明,不明,非汽（機）車,,,,,未靠右行駛,未靠右行駛,尚未發現肇事因素,,,,,未靠右行駛,未靠右行駛,未靠右行駛,,,,,其他,其他,其他,,,,,其他,其他,其他,,,,,本國,本國,本國
10102YZ000006,普通重型 機車,自用 小客車,,,,,,機車普通重型,小客車自用,,,,,,46,22,,,,,,受傷,未受傷,,,,,,95****F代號94,6F****0代號95,,,,,,其他,其他,,,,,,無照（已達考照年齡）,有適當之駕照,,,,,,經呼氣檢測超過0.80mg∕L或血液檢測超過0.16,經觀察未飲酒,,,,,,機車前車頭,汽車後車尾,,,,,,酒醉（後）駕駛失控,違規停車或暫停不當而肇事,,,,,,酒醉（後）駕駛失控,酒醉（後）駕駛失控,,,,,,無業者,其他,,,,,,其他,社交活動,,,,,,本國,本國,
10102YZ000007,自用 小貨車(含客、貨兩用), ,,,,,,小貨車自用,,,,,,,47,0,,,,,,未受傷,,,,,,,51****Z代號96,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,經檢測無酒精反應,,,,,,,汽車右前車頭（身）,,,,,,,倒車未依規定,尚未發現肇事因素,,,,,,倒車未依規定,倒車未依規定,,,,,,其他,,,,,,,其他,,,,,,,本國,本國,
10102YZ000008,腳踏自行車 慢車,普通重型 機車,,,,,,腳踏自行車,機車普通重型,,,,,,12,20,,,,,,受傷,受傷,,,,,,,01****S代號97,,,,,,其他,其他,,,,,,非汽（機）車駕駛人,有適當之駕照,,,,,,非駕駛人，未檢測,經檢測無酒精反應,,,,,,非汽（機）車,機車前車頭,,,,,,未依規定讓車,未注意車前狀態,,,,,,未依規定讓車,未依規定讓車,,,,,,小學生,其他,,,,,,其他,其他,,,,,,本國,本國,
10102YZ000010,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,28,47,,,,,,未受傷,受傷,,,,,,22****S代號98,47****E代號99,,,,,,其他,其他,,,,,,有適當之駕照,無照（已達考照年齡）,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車前車頭,機車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,事務工作者,其他,,,,,,其他,其他,,,,,,本國,本國,
10102YZ000012,自用 小貨車(含客、貨兩用),普通輕型 機車,,,,,,小貨車自用,機車普通輕型,,,,,,56,70,,,,,,未受傷,受傷,,,,,,10****S代號100,WZ****7代號101,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右後車尾（身）,機車前車頭,,,,,,倒車未依規定,未注意車前狀態,,,,,,倒車未依規定,倒車未依規定,,,,,,其他,無業者,,,,,,其他,其他,,,,,,本國,本國,
10102YZ000013,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,58,32,,,,,,未受傷,受傷,,,,,,13****V代號102,LW****1代號103,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車左前車頭（身）,機車前車頭,,,,,,未依規定讓車,尚未發現肇事因素,,,,,,未依規定讓車,未依規定讓車,,,,,,服務工作者,技術員及助理人員,,,,,,業務聯繫,社交活動,,,,,,本國,本國,
10102YZ000014,自用 小貨車(含客、貨兩用),普通重型 機車,,,,,,小貨車自用,機車普通重型,,,,,,28,68,,,,,,未受傷,受傷,,,,,,5N****7代號104,PZ****2代號105,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右前車頭（身）,機車右側車身,,,,,,逆向行駛,尚未發現肇事因素,,,,,,逆向行駛,逆向行駛,,,,,,事務工作者,家庭主婦（夫）,,,,,,其他,其他,,,,,,本國,本國,
10102YZ000015,自用 小客車,普通輕型 機車,,,,,,小客車自用,機車普通輕型,,,,,,29,50,,,,,,未受傷,2-30日內死亡,,,,,,13****V代號106,WZ****3代號107,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右前車頭（身）,機車左側車身,,,,,,未依規定減速,左轉彎未依規定,,,,,,未依規定減速,未依規定減速,,,,,,專業人員,技術工,,,,,,上、下班,上、下班,,,,,,本國,本國,
10102YZ000018,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,22,19,,,,,,未受傷,受傷,,,,,,6F****3代號108,BY****2代號109,,,,,,其他,其他,,,,,,有適當之駕照,無照（已達考照年齡）,,,,,,經檢測無酒精反應,經呼氣檢測未超過0.15mg∕L或血液檢測未超過0.03,,,,,,汽車左前車頭（身）,機車前車頭,,,,,,迴轉未依規定,酒醉（後）駕駛失控,,,,,,迴轉未依規定,迴轉未依規定,,,,,,大學（研究）生,其他,,,,,,其他,其他,,,,,,本國,本國,
10102YZ000019,自用 小客車,自用 小客車,,,,,,小客車自用,小客車自用,,,,,,20,31,,,,,,未受傷,未受傷,,,,,,06****X代號110,6F****2代號111,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右側車身,汽車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,不明,不明,,,,,,其他,其他,,,,,,本國,本國,,
10102YZ000021,普通重型 機車,普通重型 機車,,,,,,機車普通重型,機車普通重型,,,,,,19,19,,,,,,受傷,受傷,,,,,,37****U代號112,00****V代號113,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車前車頭,機車後車尾,,,,,,未保持行車安全距離,尚未發現肇事因素,,,,,,未保持行車安全距離,未保持行車安全距離,,,,,,技術員及助理人員,技術員及助理人員,,,,,,社交活動,社交活動,,,,,,本國,本國,,
10102YZ000022,普通重型 機車,自用 小客車,,,,,,機車普通重型,小客車自用,,,,,,18,28,,,,,,未受傷,未受傷,,,,,,07****U代號114,6F****8代號115,,,,,,其他,其他,,,,,,無照（未達考照年齡）,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車前車頭,汽車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,高中生,不明,,,,,,其他,其他,,,,,,本國,本國,,
10102YZ000023,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,35,51,,,,,,未受傷,受傷,,,,,,6F****3代號116,PZ****7代號117,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右前車頭（身）,機車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,專業人員,技術工,,,,,,上、下班,其他,,,,,,本國,本國,,
10102YZ000024,自用 小客車,自用 小客車,,,,,,小客車自用,小客車自用,,,,,,30,67,,,,,,未受傷,未受傷,,,,,,6F****3代號118,WY****2代號119,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,不明,,,,,,汽車前車頭,汽車後車尾,,,,,,未保持行車安全距離,其他引起事故之故障,,,,,,未保持行車安全距離,未保持行車安全距離,,,,,,事務工作者,無業者,,,,,,其他,其他,,,,,,本國,本國,,
10102YZ000027,普通重型 機車, ,,,,,,機車普通重型,,,,,,,42,0,,,,,,受傷,,,,,,,41****B代號120,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,經檢測無酒精反應,,,,,,,機車前車頭,,,,,,,未注意車前狀態,動物竄出,,,,,,未注意車前狀態,未注意車前狀態,,,,,,其他,,,,,,,其他,,,,,,,本國,本國,,
10102YZ000028,計程車 小客車,普通重型 機車,,,,,,小客車計程車,機車普通重型,,,,,,48,42,,,,,,未受傷,受傷,,,,,,07***5代號121,98****B代號122,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右側車身,機車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,汽車、火車駕駛員及船員,不明,,,,,,業務聯繫,不明,,,,,,本國,本國,,
10102YZ000029,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,53,60,,,,,,未受傷,受傷,,,,,,06****V代號123,HZ****8代號124,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右側車身,機車前車頭,,,,,,右轉彎未依規定,未注意車前狀態,,,,,,右轉彎未依規定,右轉彎未依規定,,,,,,不明,不明,,,,,,不明,不明,,,,,,本國,本國,,
10102YZ000030,普通輕型 機車,普通重型 機車,,,,,,機車普通輕型,機車普通重型,,,,,,70,20,,,,,,受傷,受傷,,,,,,WZ****2代號125,36****T代號126,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車右側車身,機車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,家庭主婦（夫）,大學（研究）生,,,,,,其他,上、下學,,,,,,本國,本國,,
10102YZ000033,自用 小貨車(含客、貨兩用),自用 小客車,自用 小客車,自用 小客車,,,,小貨車自用,小客車自用,小客車自用,小客車自用,,,,41,43,20,60,,,,未受傷,未受傷,未受傷,未受傷,,,,22****S代號127,09****2代號128,17****F代號129,6F****6代號130,,,,其他,其他,其他,其他,,,,有適當之駕照,有適當之駕照,有適當之駕照,有適當之駕照,,,,經檢測無酒精反應,經檢測無酒精反應,經檢測無酒精反應,經檢測無酒精反應,,,,汽車前車頭,汽車前車頭,汽車前車頭,汽車後車尾,,,,未保持行車安全距離,尚未發現肇事因素,尚未發現肇事因素,尚未發現肇事因素,,,,未保持行車安全距離,未保持行車安全距離,未保持行車安全距離,未保持行車安全距離,,,,售貨員,家庭主婦（夫）,技術員及助理人員,技術員及助理人員,,,,業務聯繫,社交活動,社交活動,社交活動,,,,本國,本國,本國,本國
10102YZ000034,普通重型 機車, ,,,,,,機車普通重型,,,,,,,36,0,,,,,,受傷,,,,,,,99****J代號131,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,經檢測無酒精反應,,,,,,,機車前車頭,,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,農林漁牧工作者,,,,,,,社交活動,,,,,,,本國,本國,,
10102YZ000036,普通重型 機車,普通重型 機車,,,,,,機車普通重型,機車普通重型,,,,,,46,20,,,,,,受傷,受傷,,,,,,38****U代號132,55****S代號133,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車前車頭,機車前車頭,,,,,,左轉彎未依規定,違規超車,,,,,,左轉彎未依規定,左轉彎未依規定,,,,,,家庭主婦（夫）,大學（研究）生,,,,,,其他,其他,,,,,,本國,本國,,
10102YZ000037,計程車 小客車,自用 小客車,,,,,,小客車計程車,小客車自用,,,,,,59,54,,,,,,,,,,,,,51***Q代號134,3F****8代號135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本國,本國,,
10102YZ000038,自用 小客車,普通輕型 機車,,,,,,小客車自用,機車普通輕型,,,,,,60,33,,,,,,未受傷,受傷,,,,,,Z7****6代號136,WZ****2代號137,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右前車頭（身）,機車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,專業人員,不明,,,,,,其他,其他,,,,,,本國,本國,,
10102YZ000039,自用 小客車,計程車 小客車,乘客 人,,,,,小客車自用,小客車計程車,乘客,,,,,50,36,33,,,,,受傷,受傷,受傷,,,,,6F****9代號138,VX***3代號139,VX***3代號139,,,,,其他,其他,其他,,,,,有適當之駕照,有適當之駕照,非汽（機）車駕駛人,,,,,經檢測無酒精反應,經檢測無酒精反應,非駕駛人，未檢測,,,,,汽車左側車身,汽車前車頭,非汽（機）車,,,,,未依規定讓車,未依規定減速,尚未發現肇事因素,,,,,未依規定讓車,未依規定讓車,未依規定讓車,,,,,家庭主婦（夫）,汽車、火車駕駛員及船員,其他,,,,,其他,運輸,運輸,,,,,本國,本國,本國,
10102YZ000040,普通重型 機車,自用 小客車,,,,,,機車普通重型,小客車自用,,,,,,22,56,,,,,,受傷,未受傷,,,,,,18****C代號140,6F****0代號141,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車前車頭,汽車左前車頭（身）,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,大學（研究）生,其他,,,,,,其他,其他,,,,,,本國,本國,,
10102YZ000041,自用 小客車,自用 小貨車(含客、貨兩用),,,,,,小客車自用,小貨車自用,,,,,,55,52,,,,,,未受傷,未受傷,,,,,,94****9代號142,03****2代號143,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右前車頭（身）,汽車左側車身,,,,,,未保持行車安全間隔,尚未發現肇事因素,,,,,,未保持行車安全間隔,未保持行車安全間隔,,,,,,不明,服務工作者,,,,,,不明,其他,,,,,,本國,本國
10103YY000001,小型車 軍車,普通重型 機車,,,,,,軍車小型車,機車普通重型,,,,,,24,47,,,,,,未受傷,受傷,,,,,,軍D*****7代號144,PZ****1代號145,,,,,,其他,其他,,,,,,有適當之駕照,越級駕駛,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車後車尾,機車前車頭,,,,,,倒車未依規定,未注意車前狀態,,,,,,倒車未依規定,倒車未依規定,,,,,,保安工作者（不含警察人員）,服務工作者,,,,,,運輸,購物,,,,,,本國,本國
10103YY000002,普通重型 機車,自用 小客車,,,,,,機車普通重型,小客車自用,,,,,,48,52,,,,,,受傷,未受傷,,,,,,12****G代號146,2J****9代號147,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車左側車身,汽車右前車頭（身）,,,,,,左轉彎未依規定,違規超車,,,,,,左轉彎未依規定,左轉彎未依規定,,,,,,其他,技術工,,,,,,其他,其他,,,,,,本國,本國
10103YY000007,自用 小客車,普通重型 機車,,,,,,小客車自用,機車普通重型,,,,,,40,25,,,,,,未受傷,受傷,,,,,,WY****1代號148,92****J代號149,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右前車頭（身）,機車左側車身,,,,,,右轉彎未依規定,未保持行車安全距離,,,,,,右轉彎未依規定,右轉彎未依規定,,,,,,機械設備操作工及組裝工,其他,,,,,,其他,其他,,,,,,本國,本國
10103YY000032,計程車 小客車,普通重型 機車,,,,,,小客車計程車,機車普通重型,,,,,,59,48,,,,,,未受傷,受傷,,,,,,05***X代號150,58****D代號151,,,,,,其他,其他,,,,,,有適當之駕照,無照（已達考照年齡）,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車左前車頭（身）,機車前車頭,,,,,,違反號誌管制或指揮,尚未發現肇事因素,,,,,,違反號誌管制或指揮,違反號誌管制或指揮,,,,,,其他,其他,,,,,,其他,其他,,,,,,本國,本國
10103YY000033,自用 小客車,大型重型1(550C.C.以上) 機車,,,,,,小客車自用,機車大型重型1（550C.C.以上）,,,,,,24,34,,,,,,未受傷,受傷,,,,,,09****2代號152,TE**3代號153,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,不明,經檢測無酒精反應,,,,,,汽車右側車身,機車前車頭,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,專業人員,技術員及助理人員,,,,,,不明,社交活動,,,,,,本國,本國
10103YY000035,普通重型 機車,行人 人,,,,,,機車普通重型,行人,,,,,,23,33,,,,,,未受傷,受傷,,,,,,00****K代號154,,,,,,,其他,非駕駛人及乘客,,,,,,有適當之駕照,非汽（機）車駕駛人,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車前車頭,非汽（機）車,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,大學（研究）生,其他,,,,,,其他,其他,,,,,,本國,本國
10103YY000038,自用 小客車, ,,,,,,小客車自用,,,,,,,27,0,,,,,,受傷,,,,,,,CF****1代號155,,,,,,,其他,,,,,,,有適當之駕照,,,,,,,不明,,,,,,,汽車右前車頭（身）,,,,,,,未注意車前狀態,尚未發現肇事因素,,,,,,未注意車前狀態,未注意車前狀態,,,,,,非技術工及體力工,,,,,,,社交活動,,,,,,,本國,本國
10103YY000039,自用 小客車,普通輕型 機車,,,,,,小客車自用,機車普通輕型,,,,,,66,60,,,,,,未受傷,受傷,,,,,,6F****0代號156,WZ****9代號157,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車右側車身,機車左側車身,,,,,,未保持行車安全間隔,尚未發現肇事因素,,,,,,未保持行車安全間隔,未保持行車安全間隔,,,,,,無業者,無業者,,,,,,社交活動,其他,,,,,,本國,本國
10103YY000040,自用 小貨車(含客、貨兩用),行人 人,,,,,,小貨車自用,行人,,,,,,64,74,,,,,,未受傷,受傷,,,,,,15****S代號158,,,,,,,其他,非駕駛人及乘客,,,,,,有適當之駕照,非汽（機）車駕駛人,,,,,,經檢測無酒精反應,非駕駛人，未檢測,,,,,,汽車左側車身,非汽（機）車,,,,,,搶越行人穿越道,尚未發現肇事因素,,,,,,搶越行人穿越道,搶越行人穿越道,,,,,,服務工作者,無業者,,,,,,運輸,其他,,,,,,本國,本國
10103YY000041,自用 小貨車(含客、貨兩用),普通重型 機車,,,,,,小貨車自用,機車普通重型,,,,,,36,23,,,,,,未受傷,受傷,,,,,,6F****6代號159,83****J代號160,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,汽車左側車身,機車前車頭,,,,,,違反特定標誌（線）禁制,未依規定減速,,,,,,違反特定標誌（線）禁制,違反特定標誌（線）禁制,,,,,,服務工作者,保安工作者（不含警察人員）,,,,,,運輸,其他,,,,,,本國,本國
10103YY000043,自用 大貨車,普通輕型 機車,,,,,,大貨車自用,機車普通輕型,,,,,,41,70,,,,,,未受傷,受傷,,,,,,02***J代號161,WZ****7代號162,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經呼氣檢測0.41至0.55mg∕L或血液檢測0.081至0.11,經檢測無酒精反應,,,,,,汽車右前車頭（身）,機車左側車身,,,,,,酒醉（後）駕駛失控,左轉彎未依規定,,,,,,酒醉（後）駕駛失控,酒醉（後）駕駛失控,,,,,,汽車、火車駕駛員及船員,技術工,,,,,,運輸,購物,,,,,,本國,本國
10103YY000048,普通重型 機車,普通重型 機車,,,,,,機車普通重型,機車普通重型,,,,,,24,33,,,,,,受傷,受傷,,,,,,87****D代號163,19****V代號164,,,,,,其他,其他,,,,,,有適當之駕照,有適當之駕照,,,,,,經檢測無酒精反應,經檢測無酒精反應,,,,,,機車前車頭,機車右側車身,,,,,,未依規定讓車,未依規定減速,,,,,,未依規定讓車,未依規定讓車,,,,,,服務工作者,服務工作者,,,,,,其他,業務聯繫,,,,,,本國,本國
